Date,,Race,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,Win,
26/11/11,Bendigo,6,34,17,67,7,21,7.1,25,16,16.1,41,1.9,5.5,,12,
26/11/11,Menangle,7,7,31,1.7,16,26,101,999,999.1,4,5,101.1,999.2,,10,
26/11/11,Menangle,8,2.5,31,3,41,81,101,26,11,6,,,,,1,
26/11/11,Globe Derby,5,8,2.6,6,13,14,2.4,26,26.1,,,,,,2,
26/11/11,Globe Derby,6,4.2,3.8,3.4,21,15,6,13,21.1,,,,,,1,
26/11/11,Albion Park,6,3,999,8.5,8.51,10,3.5,16,4.8,,,,,,8,
26/11/11,Albion Park,7,2.9,11,16,26,4.8,26.1,21,21.1,7.5,6.5,16.1,,,3,
27/11/11,Horsham,7,11,17,25,41,13,5,6,26,3.5,5.1,9,15,,12,
29/11/11,Mildura,6,6,26,2.7,25,9,10,10.1,34,21,4,8,,,3,
30/11/11,Echuca,4,2.1,21,34,11,21.1,999,51,51.1,6,3.2,8,,,1,
30/11/11,Echuca,6,6,9,4,41,41.1,4.1,6.1,999,51,4.2,26,,,10,
2/12/11,Melton,4,34,13,9,999,10,2.1,4.2,15,5,,,,,7,
2/12/11,Melton,7,7,25,3.8,8,17,26,3.7,8.1,16,21,67,21.1,9,4,
3/12/11,Ballarat,5,26,10,1.8,9,25,13,10.1,21,15,26.1,8,15.1,,3,
3/12/11,Bankstown,5,21,12,8.5,26,4.3,5.5,6.5,26.1,4.8,8.51,,,,5,
3/12/11,Bankstown,7,21,8,51,51.1,11,15,7,1.8,15.1,11.1,,,,2,
3/12/11,Globe Derby,6,6,5,11,17,13,7,4,4.1,41,,,,,7,
3/12/11,Albion Park,4,7,5.5,21,2.5,11,17,15,8,16,21.1,17.1,,,6,
3/12/11,Albion Park,5,5,17,17.1,7,3.5,21,11,3.51,13,,,,,1,
3/12/11,Albion Park,7,4,2.5,15,13,17,8,21,17.1,31,34,13.1,,,2,
5/12/11,Hamilton,4,999,2.7,2.71,2.72,9,41,41.1,34,41.2,34.1,,,,3,
6/12/11,Nyah,7,25,9,2.7,5,34,10,8,5.5,13,9.1,26,,,6,
7/12/11,Shepparton,4,3,13,25,17,15,11,8,11.1,8.1,3.2,41,51,,1,
7/12/11,Geelong,7,9,13,9.1,26,21,1.6,26.1,11,8,34,,,,3,
8/12/11,Melton,5,3.7,8,26,100,15,11,41,41.1,1.7,26.1,34,,,9,
8/12/11,Melton,7,21,41,34,21.1,8,21.2,13,21.3,999,1.3,8.1,,,8,
8/12/11,Bendigo,5,26,41,7,34,4,3,8,51,25,16,21,4.5,,6,
8/12/11,Bendigo,7,2.6,13,7,51,999,26,26.1,10,4.5,5.5,9,51.1,,1,
9/12/11,Melton,4,5.5,3.2,26,10,41,26.1,13,3.21,999,26.2,8,,,6,
9/12/11,Melton,6,,21,3,15,13,6,41,15.1,17,999,4.2,13.1,51,10,
9/12/11,Kilmore,6,41,7,7.1,8,4.2,41.1,9,26,5,11,4.21,,,5,
9/12/11,Gloucester Pk,6,3.8,7,3.81,7.5,13,15,11,999,26,999.1,21,,,2,
9/12/11,Gloucester Pk,7,7.5,7.51,3.5,2.5,17,15,13,31,13.1,31.1,31.2,,,1,
10/12/11,Cranbourne,6,4.6,41,5,3.1,19,3.4,31,31.1,35,31.2,12,,,7,
10/12/11,Menangle,5,7.5,3.3,21,8.5,12,13,2.9,9,,,,,,5,
10/12/11,Menangle,6,31,3,13,21,13.1,8,999,1.7,,,,,,8,
10/12/11,Menangle,7,41,1.6,26,6,41.1,41.2,31,9,8,13,,,,8,
10/12/11,Globe Derby,4,9,11,26,3.8,2.9,26.2,31,3.81,26.1,,,,,4,
10/12/11,Globe Derby,5,21,2.3,8,21.1,2,17,,,,,,,,2,
10/12/11,Albion Park,5,3,6,11,26,16,21,17,7,8,10,26.1,,,4,
10/12/11,Albion Park,7,8,4,999,999.1,3,6,17,3.1,,,,,,6,
13/12/11,Echuca,5,13,21,3.5,10,2.1,999,34,17,34.1,34.2,5,,,5,
13/12/11,Echuca,7,25,9,26,51,7,21,8,4.5,7.1,5.5,3.5,,,5,
14/12/11,Ballarat,4,10,2.7,5,10.1,41,3,8,11,,,,,,2,
14/12/11,Mildura,7,7,9,13,8,34,25,2.6,4.2,7.1,17,26,,,9,
15/12/11,Geelong,3,2.7,34,17,34.1,13,1.8,51,6.5,,,,,,6,
15/12/11,Geelong,4,26,3.2,41,17,3.21,999,2.5,13,15,,,,,7,
15/12/11,Geelong,5,3.7,34,2.3,31,999,51,31.1,3.2,16,8,67,,,3,
15/12/11,Bendigo,6,51,34,6,999,51.1,15,2.7,4.5,5.5,15.1,8,,,10,
16/12/11,Yarra Glen,4,6.5,17,34,34.1,2,2.1,51,,,,,,,5,
16/12/11,Melton,4,1.3,8,67,34,5,21,100,17,51,26,,,,1,
16/12/11,Melton,5,13,2.4,26,8,999,26.1,999.1,13.1,2.5,34,17,41,26.2,2,
17/12/11,Melton,5,11,7,2.5,34,34.1,17,7.1,15,11.2,9,25,15.1,11.1,2,
17/12/11,Menangle,4,21,4,5.5,3,8,34,4.1,26,,,,,,2,
17/12/11,Menangle,6,4.8,10,4.3,26,4.31,34,6,13,10.1,,,,,6,
17/12/11,Menangle,7,3.3,26,26.1,26.2,2,15,21,5.5,,,,,,5,
17/12/11,Globe Derby,4,3.5,4,4.5,21,21.1,41,3.51,9,41.1,,,,,8,
19/12/11,Maryborough,5,15,51,8,21,11,2.5,3.7,21.1,5.5,17,,,,9,
20/12/11,Terang,5,10,3,9,11,5,41,999,11.1,41.1,34,15,4,,5,
20/12/11,Terang,6,11,34,17,15,13,34.1,25,13.1,5.5,2.5,4.2,15.1,,10,
21/12/11,Mildura,4,10,2,6,34,4.5,9,41,6.1,,,,,,8,
21/12/11,Mildura,6,7,17,7.1,7.2,11,51,7.3,1.7,,,,,,8,
21/12/11,Kilmore,4,15,25,21,5,26,8,26.1,41,2.6,26.2,4.5,8.1,,7,
21/12/11,Kilmore,5,25,26,10,13,21,10.1,26.1,16,34,3.2,5,3.21,,12,
22/12/11,Charlton,4,7,10,2.2,17,5,4,11,26,,,,,,3,
22/12/11,Charlton,6,8,41,17,2.2,41.1,9,7,15,4.5,13,,,,4,
23/12/11,Melton,5,1.8,15,4.2,21,25,16,51,16.1,10,26,16.2,67,21.1,1,
23/12/11,Menangle,4,4.5,5,6.5,17,26,3.5,8,12,26.1,15,,,,7,
23/12/11,Menangle,5,34,5,4,21,4.3,21.1,7,21.2,10,8.5,,,,5,
23/12/11,Menangle,6,21,26,7,5.5,17,26.1,10,21.1,4,9,4.1,,,11,
23/12/11,Menangle,7,4,8,4.1,21,11,10,6,26,4.2,,,,,6,
24/12/11,Shepparton,4,34,10,1.8,41,6,5,999,34.1,13,10.1,999.1,41.1,,3,
24/12/11,Wagga,4,17,8,11,9,17.1,21,34,4,4.1,3.8,,,,8,
24/12/11,Globe Derby,5,1.8,3.3,17,9,41,31,17.1,11,,,,,,1,
24/12/11,Globe Derby,7,10,3.3,34,3.8,3.31,12,6,26,,,,,,5,
24/12/11,Albion Park,5,4.8,3.3,21,34,4.81,34.1,4.82,7.5,26,26.1,,,,5,
24/12/11,Albion Park,6,41,2.8,5,13,41.1,17,999,2.81,34,17.1,26,,,8,
24/12/11,Albion Park,7,3.5,17,3.3,5,10,9,11,8,,,,,,8,
28/12/11,Cobram,6,3.5,999,3.51,4,26,8,26.1,26.2,7,41,15,,,1,
28/12/11,Bendigo,4,67,67.1,4,17,34,4.5,4.1,6,3.2,,,,,8,
29/12/11,Warragul,5,3.2,6,17,34,5,15,26,8,25,21,3.21,,,5,
29/12/11,Mildura,4,25,13,17,26,26.1,5,9,34,5.1,17.1,2,,,11,
29/12/11,Mildura,6,21,9,8,6,21.1,21.2,999,1.7,41,7,67,,,8,
30/12/11,Melton,5,4.5,15,26,999,9,5.5,26.1,41,8,4,9.1,34,8.1,7,
30/12/11,Melton,7,15,8,100,41,3.7,3.2,34,13,51,3.5,8.1,,,10,
30/12/11,Maryborough,4,16,7,8,6,11,999,5,26,4,21,15,21.1,,7,
30/12/11,Maryborough,7,8,2.7,11,4.5,13,34,34.1,17,34.3,6,8.1,,,10,
30/12/11,Gloucester Pk,4,34,6.5,6.51,21,67,26,26.1,1.5,31,16,41,,,1,
30/12/11,Gloucester Pk,5,4,8.5,8.51,11,16,34,9,5,8,15,16.1,,,1,
30/12/11,Gloucester Pk,6,8,41,8.1,8.2,11,26,1.8,17,21,15,9,,,11,
31/12/11,Geelong,4,12,10,12.1,51,1.8,4,26,4.5,,,,,,6,
4/01/12,Kilmore,5,4.5,6.5,14,34,8,7,51,2.9,21,999,21.1,6.51,,8,
4/01/12,Bendigo,7,4.5,26,5,999,8,16,101,4,10,51,4.51,7,,3,
31/12/11,Melton,4,21,4.5,4.51,8,34,17,34.1,4,3,,,,,4,
31/12/11,Dubbo,4,4.8,6,6.5,6.1,16,15,4.81,10,26,16.1,34,,,10,
31/12/11,Dubbo,6,4,7,41,21,4.1,15,17,8,7.1,11,34,,,2,
31/12/11,Globe Derby,5,5,2,17,3.5,10,17.1,34,,,,,,,1,
31/12/11,Globe Derby,6,2.9,3.3,4.3,16,16.1,12,21,10,,,,,,3,
31/12/11,Albion Park,4,5,5.5,26,12,5.1,3.8,4,,,,,,,7,
31/12/11,Albion Park,5,5.5,999,31,3.3,12,8.5,12.1,12.2,31.1,4.3,21,,,1,
5/01/12,Melton,4,3.2,13,3,17,13.1,13.2,26,15,4.5,51,51.1,51.2,,2,
5/01/12,Melton,5,8,13,7,999,5.5,999.1,34,1.4,,,,,,8,
5/01/12,Mildura,6,3,26,3.8,51,5.5,3.1,16,12,,,,,,5,
5/01/12,Mildura,7,999,4.5,999.1,3,2.8,4,51,26,21,999.2,14,,,4,
6/01/12,Cobram,5,34,4.5,26,8.5,2.8,12,51,2,51.1,2.81,,,,10,
6/01/12,Cobram,7,1.9,4.5,21,16,10,6,21.1,8.5,26,,,,,9,
6/01/12,Menangle,4,8.5,51,67,21,34,21.1,67.1,3.8,5.5,1.7,,,,9,
6/01/12,Menangle,6,8,3.3,34,34.1,3,12,5.5,12.1,15,,,,,1,
6/01/12,Menangle,7,8,26,7,2.5,8.1,11,6,17,41,26.1,,,,4,
6/01/12,Gloucester Pk,7,4.5,6,6.1,4.51,31,34,7,6.2,9,17,12,,,7,
7/01/12,Cranbourne,7,3.7,3,26,5,6.5,7,999,34,10,51,26.1,,,5,
7/01/12,Maitland,4,15,21,1.8,12,17,26,8,4.3,15.1,,,,,7,
7/01/12,Albion Park,7,3.8,4,4.1,9,15,21,9.1,15.1,15.2,,,,,5,
9/01/12,Shepparton,4,12,3.2,26,26,21,1.9,4,,,,,,,6,
9/01/12,Shepparton,7,2.5,25,5,21,14,16,4,21,34,5.5,34,51,,7,
11/01/12,Nyah,7,25,5,2.7,12,21,17,15,3.5,9,13,31,,,8,
12/01/12,Melton,4,9,8,2.5,21,11,8,34,3.5,26,34,34,25,34,5,
12/01/12,Melton,5,34,1.9,34,16,16,16,16,8,16,5.5,26,9,25,10,
12/01/12,Melton,6,7,10,21,6,21,26,8,9,2,26,,,,3,
12/01/12,Ballarat,4,14,2.6,16,21,9,5,21,2.6,,,,,,2,
13/01/12,Melton,5,26,2.6,9,7,41,3.5,41,6,11,21,,,,6,
13/01/12,Melton,6,2,8,26,8,11,9,10,26,9,11,,,,7,
13/01/12,Maryborough,4,12,999,10,3.8,2.6,3,7,21,,,,,,4,
14/01/12,Bendigo,4,16,3.5,6,14,4,19,11,7.5,21,25,17,8.5,,2,
14/01/12,Bendigo,5,8,51,5,26,11,3.5,2.6,31,34,9,,,,8,
14/01/12,Menangle,5,2.1,67,999,4,26,9,26,13,9,6,6,,,10,
14/01/12,Albion Park,5,3,21,4,999,15,17,9,26,4,17,5,,,9,
14/01/12,Albion Park,6,9,9,21,3.8,4.8,5.5,41,8.5,26,34,7.5,,,5,
14/01/12,Albion Park,7,4.5,7,15,21,21,3,21,7,17,21,21,,,8,
17/01/12,Cranbourne,4,34,67,10,26,15,999,81,41,8,1.1,,,,3,
17/01/12,Cranbourne,5,6,4,9,8,5.5,13,11,25,12,26,5,,,3,
18/01/12,Charlton,7,4.4,999,34,12,6,2.6,21,6.5,14,5.5,,,,6,
19/01/12,Melton,4,6,4.2,7,8,10,13,21,15,5.5,8,17,,,2,
19/01/12,Melton,6,8,2.2,10,13,11,11,11,5.5,34,11,,,,1,
19/01/12,Melton,7,2.2,26,26,41,26,21,41,13,15,2.7,26,34,,1,
19/01/12,Ballarat,6,7,4.5,6,34,2.2,7,7,16,,,,,,5,
20/01/12,Melton,4,34,15,1.4,26,13,26,15,15,5.5,,,,,3,
20/01/12,Melton,7,13,5,4.5,9,5,15,10,51,4.5,13,,,,7,
20/01/12,Maryborough,5,34,1.5,14,26,19,15,16,25,31,11,21,6,,2,
20/01/12,Maryborough,7,5,8,25,3.5,19,15,21,67,81,2.5,12,31,,2,
21/01/12,Menangle,5,31,7.5,101,3.6,41,2.8,81,999,9,19,8,3,,2,
21/01/12,Menangle,6,11,4,5.5,999,10,999,3,3.7,,,,,,3,
21/01/12,Globe Derby,4,16,17,13,17,2,2.5,21,,,,,,,6,
21/01/12,Globe Derby,7,4.5,4.5,21,16,12,31,3.5,3.8,21,,,,,3,
21/01/12,Albion Park,5,26,17,12,21,12,7.5,15,21,3.5,26,2.5,,,11,
21/01/12,Albion Park,6,67,5.5,5,4.5,8,6,17,10,5.5,,,,,2,
23/01/12,Yarra Glen,5,4,4.5,16,14,16,6,2.8,51,14,26,25,34,,7,
23/01/12,Geelong,5,7,4.5,12,8,3.5,25,6,5,51,34,21,,,1,
23/01/12,Geelong,7,3,6.5,7.5,41,19,21,1.8,26,,,,,,7,
25/01/12,Kilmore,4,26,21,7.5,9,26,4,26,25,3,16,6.5,3.5,,7,
25/01/12,Kilmore,5,6.5,2.6,26,34,34,10,26,4,10,5,,,,2,
25/01/12,Ararat,4,51,15,17,9,6,3.2,1.7,21,,,,,,5,
26/01/12,Mildura,4,26,26,10,34,10,8,4.5,2.2,21,5.5,,,,1,
26/01/12,Mildura,6,6,34,26,3.2,2.7,34,34,4.5,15,11,,,,4,
26/01/12,Mildura,7,34,41,26,26,1.8,5,26,5,7,11,,,,5,
26/01/12,Echuca,4,3,41,26,4.5,6.5,999,2.8,34,31,21,9,,,1,
27/01/12,Maryborough,7,15,51,26,3.7,21,999,34,2.5,2.2,,,,,4,
28/01/12,Menangle,5,3,26,2.9,26,101,2.7,61,26,4.6,71,101,35,,6,
28/01/12,Menangle,6,41,41,7,17,21,3.5,17,1.8,,,,,,8,
28/01/12,Menangle,7,41,34,11,11,17,2.8,2.4,7.5,,,,,,7,
28/01/12,Globe Derby,5,3.5,3.5,9,51,3.5,999,5,34,21,11,,,,3,
28/01/12,Albion Park,5,13,26,4,11,9,999,3.8,11,9,5.5,15,,,7,
28/01/12,Albion Park,6,5,5.5,3,13,13,3,,,,,,,,3,
28/01/12,Albion Park,7,3,21,15,67,4.3,21,4.3,13,4.3,,,,,9,
31/01/12,Terang,6,17,4,5,7,999,26,15,21,31,11,3.5,9,,11,
2/02/12,Kilmore,6,3.5,26,13,3.5,9,9,34,26,26,21,3.5,,,1,
2/02/12,Melton,4,11,7,34,2.5,18,1.9,26,21,,,,,,4,
3/02/12,Mildura,5,3.2,9,51,2.5,13,25,6,34,11,13,15,,,3,
3/02/12,Mildura,6,3.2,7,11,13,21,2.2,21,25,26,26,11,,,1,
4/02/12,Menangle,4,21,3.3,11,3.8,8.5,4,7.5,21,,,,,,3,
4/02/12,Menangle,5,9,26,3.8,35,35,81,4.4,35,2.8,21,4.5,81,,3,
4/02/12,Menangle,6,6.5,6.5,4.5,41,6.5,999,51,2.3,21,26,,,,5,
4/02/12,Menangle,7,4.5,3.5,999,7,34,6,17,26,3,,,,,6,
4/02/12,Globe Derby,6,10,4.3,26,15,13,15,4.5,26,3.8,8.5,21,,,2,
4/02/12,Albion Park,5,11,21,3.3,3.3,10,16,21,21,17,6.5,,,,7,
5/02/12,Yarra Glen,4,8.5,5.5,51,999,7,2.2,26,26,51,6.5,51,25,,6,
5/02/12,Yarra Glen,5,16,2.8,5,5.5,21,21,16,21,6,999,15,26,,6,
5/02/12,Yarra Glen,6,21,34,12,16,4.5,21,999,16,4,8.5,8.5,4,,3,
7/02/12,Ararat,6,12,51,3.2,5,25,16,19,21,41,6,2.5,,,11,
9/02/12,Melton,4,2.7,5.5,34,26,34,5.5,34,10,2.7,,,,,1,
9/02/12,Melton,6,21,3,13,4.5,3.7,34,21,21,4.5,,,,,5,
9/02/12,Shepparton,4,15,12,25,11,4,3.5,31,7,34,4.5,26,10,,6,
9/02/12,Shepparton,5,21,5.5,9,18,6,12,19,4,4.5,8,25,16,,2,
11/02/12,Menangle,4,21,4.5,41,4,17,9,11,17,3.5,15,,,,6,
11/02/12,Menangle,6,13,17,4.5,3.8,4.3,41,34,34,7.5,6.5,26,41,,5,
11/02/12,Globe Derby,5,15,7.5,7,8,7.5,26,5.5,10,6.5,21,5.5,,,4,
11/02/12,Globe Derby,7,5,13,34,21,5,17,2.3,12,11,,,,,7,
11/02/12,Albion Park,5,4,4,4,11,9,21,34,6,17,,,,,1,
11/02/12,Albion Park,6,3.3,4.3,16,16,9,11,13,21,31,8.5,17,,,11,
15/02/12,Melton,5,26,2.1,10,8,21,21,3.2,15,15,67,26,,,2,
15/02/12,Nyah,6,26,1.7,15,34,19,31,12,41,25,2.5,21,,,4,
17/02/12,Gloucester Pk,4,9,26,21,26,3.2,51,9,1.8,14,,,,,9,
17/02/12,Gloucester Pk,6,4.2,10,41,51,31,71,1.36,8.5,26,,,,,7,
17/02/12,Maryborough,7,2.5,26,999,51,12,4.5,17,3.5,6.5,21,34,,,6,
18/02/12,Globe Derby,4,8,31,31,16,9,9,2.5,3,,,,,,1,
18/02/12,Albion Park,5,21,4.3,3.8,21,15,12,17,15,21,6.5,7,,,10,
18/02/12,Albion Park,6,9,6,16,4,12,8,8,3.5,,,,,,2,
20/03/12,Geelong,5,5,10,3.5,17,4,25,12,9,15,26,8,,,5,
21/03/12,Cobram,4,26,34,51,1.6,14,10,8.5,12,6.5,,,,,4,
21/03/12,Cobram,6,26,5.5,4,21,3,16,34,21,14,25,999,4,,2,
21/03/12,Mildura,6,67,12,25,21,6,26,31,8,2.8,4,5,,,5,
22/03/12,Melton,7,6,13,10,11,13,25,8,5,26,13,17,8,5.5,4,
22/03/12,Kilmore,6,2.9,21,4.5,6.5,6.5,16,16,4,11,,,,,3,
24/03/12,Ararat,4,1.2,11,12,34,31,51,26,999,7,67,21,,,1,
24/03/12,Menangle,6,26,11,17,15,11,34,4,2.4,4,,,,,8,
24/03/12,Menangle,7,101,41,34,16,34,10,26,3,3.3,3.3,,,,9,
24/03/12,Globe Derby,4,8,2.5,26,13,26,21,4,26,7,17,,,,2,
24/03/12,Globe Derby,5,17,16,6.5,17,8.5,16,7.5,1.8,,,,,,8,
24/03/12,Globe Derby,6,51,21,8,12,26,15,3.3,4,15,6,9,,,6,
24/03/12,Albion Park,7,21,5,2.9,16,16,17,999,4,21,26,17,,,2,
23/03/12,Melton,6,2,34,9,8,13,7,9,51,10,100,51,11,,1,
23/03/12,Melton,7,5,61,999,2.5,41,2.5,21,81,19,26,5,,,1,
23/03/12,Maryborough,4,3,26,2.2,17,4,34,10,21,51,,,,,5,
23/03/12,Maryborough,6,7,6,31,8,3.2,21,26,41,12,2.7,,,,9,
27/03/12,Mildura,5,5,7,10,26,12,21,15,1.6,41,81,,,,8,
27/03/12,Mildura,6,4,21,17,26,15,3.5,5,25,6,12,8.5,,,3,
28/03/12,Geelong,6,8.5,14,3.8,10,4.5,3.8,14,16,7.5,101,,,,3,
28/03/12,Bendigo,6,51,5.5,34,34,16,16,6,14,3,2.5,,,,10,
31/03/12,Kilmore,6,31,3.7,8,34,12,17,26,1.8,15,21,81,,,2,
31/03/12,Bathurst,5,4,1.7,26,16,14,21,26,12,21,21,14,,,2,
31/03/12,Bathurst,7,12,13,2.7,4.2,14,31,31,41,3.4,8,31,,,3,
31/03/12,Globe Derby,7,3,3,9,17,12,3.3,,,,,,,,1,
2/04/12,Maryborough,4,16,8.5,3.4,25,34,7.5,3,16,26,8.5,14,10,,7,
3/04/12,Cranbourne,7,1.1,41,51,7,26,21,11,15,34,31,,,,2,
4/04/12,Hamilton,4,10,5.5,51,1.8,3.6,7,51,26,,,,,,2,
4/04/12,Hamilton,5,34,51,21,7,51,9,2.7,25,51,10,2.7,10,,7,
4/04/12,Nyah,4,6,2,15,7,12,4.5,17,21,51,,,,,6,
5/04/12,Melton,4,10,34,6.5,51,25,2.2,51,34,51,5.5,9,21,21,6,
5/04/12,Melton,5,26,34,11,8,4.5,3.5,34,999,26,3.2,15,15,26,6,
13/04/12,Melton,4,25,4.2,13,13,11,3.5,26,7,5.5,15,41,26,17,6,
13/04/12,Ballarat,7,3.5,12,51,2.7,15,5,21,41,31,26,17,25,10,13,
14/04/12,Menangle,4,21,17,2.5,4.3,7,17,8.5,8.5,21,999,,,,7,
14/04/12,Menangle,5,8.5,1.9,51,26,7.5,31,10,8.5,14,999,7,,,1,
14/04/12,Menangle,6,21,17,11,9,5,1.8,26,21,6,41,,,,6,
14/04/12,Menangle,7,7.5,7.5,3.8,51,4.8,6.5,34,26,13,6.5,,,,2,
14/04/12,Globe Derby,4,2.8,67,2.3,21,13,15,26,15,13,,,,,3,
14/04/12,Globe Derby,6,17,6.5,2.8,7.5,5.5,21,21,3.3,,,,,,8,
14/04/12,Globe Derby,7,16,3,21,16,2.6,26,8.5,6,,,,,,1,
14/04/12,Albion Park,6,3.5,21,2.5,12,34,26,26,41,11,8.5,26,,,9,
17/04/12,Terang,6,8,26,3.5,2.2,31,21,6,17,12,999,51,41,,4,
17/04/12,Terang,7,1.8,31,8,15,17,10,999,5,12,34,21,51,,11,
21/04/12,Menangle,6,35,4,31,41,41,999,1.35,21,21,51,13,21,,2,
21/04/12,Albion Park,5,34,34,9,9,21,2.3,13,4,5,,,,,6,
21/04/12,Albion Park,6,26,12,21,34,1.8,6.5,15,4.3,34,17,,,,2,
21/04/12,Albion Park,7,10,3,12,6.5,21,8.5,21,17,3,,,,,4,
26/04/12,Melton,4,4.5,26,13,13,25,51,41,41,41,10,9,3.2,3.2,7,
26/04/12,Melton,6,21,17,15,2.5,7,4.5,11,26,6,21,34,,,4,
26/04/12,Melton,7,25,15,9,9,51,9,3.2,26,2.5,21,26,51,34,2,
26/04/12,Ballarat,7,14,16,5.5,8.5,21,2.5,999,16,16,26,4.5,26,,4,
27/04/12,Melton,5,12,10,15,51,4.5,2,6,41,17,25,11,,,5,1200m!
27/04/12,Melton,7,1.4,35,41,51,7,3,26,26,101,101,81,,,6,
27/04/12,Maryborough,5,1.3,6.5,25,10,15,41,51,12,34,21,81,67,,1,
27/04/12,Gloucester Pk,6,6,6.5,2.6,67,31,4.8,31,21,21,11,26,31,,1,
28/04/12,Cranbourne,7,13,5.5,9,8,4.2,5,26,7,5,34,999,,,8,
28/04/12,Menangle,7,51,999,51,7.5,17,3.5,999,2.5,21,26,4.2,31,,5,
28/04/12,Menangle,8,2,7,8,26,81,101,35,61,17,5.5,35,6.5,,1,
28/04/12,Globe Derby,4,17,7.5,3.3,15,3.5,4.3,13,12,,,,,,7,
28/04/12,Albion Park,6,4.5,6,51,26,4.5,26,17,5.5,4,21,21,,,5,
1/05/12,Terang,6,6,12,3,15,34,2.1,21,31,41,26,51,999,,6,
2/05/12,Geelong,4,2.5,26,21,21,7,3.2,51,4.7,9,,,,,6,
2/05/12,Geelong,5,6,10,5,6.5,34,999,2.7,999,8.5,9,999,,,7,
2/05/12,Mildura,4,5,17,31,25,26,1.5,21,51,11,67,9,,,6,
2/05/12,Mildura,5,3,34,12,15,7,67,2.7,4,,,,,,2,
2/05/12,Mildura,6,15,2,3,7,34,25,12,21,26,31,51,,,4,
3/05/12,Cobram,6,1.8,9,9,7,9,999,51,51,26,999,17,10,,2,
3/05/12,Bendigo,5,25,5.5,10,5.5,8.5,6.5,34,21,5.5,16,16,4.5,,3,
17/08/12,Mildura,5,26,25,6,3.2,34,5.5,6.5,3.5,16,26,26,,,6,
4/05/12,Yarra Glen,5,7,21,25,4,34,9,21,4.5,12,3,21,34,,8,
4/05/12,Yarra Glen,7,26,4.5,7,16,6,5,7,21,4.5,10,,,,6,
5/05/12,Bathurst,6,4.8,34,10,34,21,3.3,26,26,16,3,,,,5,
5/05/12,Bathurst,7,21,34,34,1.5,16,51,9,9,12,15,26,,,4,
5/05/12,Globe Derby,6,6.5,17,8,7,7,12,9,4.5,21,12,8,,,3,
5/05/12,Albion Park,4,7.5,3.8,13,4,15,8.5,17,7,12,26,26,,,2,
5/05/12,Albion Park,6,9,51,61,17,1.33,16,21,12,14,17,21,,,5,
5/05/12,Albion Park,7,7.5,8,31,31,16,4,41,21,16,7,3.5,,,11,
25/05/12,Melton,6,11,17,7,7,17,100,41,3.2,5,9,8,,,5,
25/05/12,Bacchus Marsh,6,2.7,15,6,51,67,10,41,25,12,26,21,4,8,6,
25/05/12,Bacchus Marsh,7,6,5,17,21,25,26,3.5,10,51,4,41,34,15,10,
25/05/12,Gloucester Pk,7,8.5,15,26,41,41,15,1.9,31,21,31,26,4.5,,7,
26/05/12,Menangle,5,8,6.5,9,11,15,15,15,51,21,6,8,5,,7,
26/05/12,Globe Derby,4,2.8,21,2.8,11,21,3.5,,,,,,,,1,
26/05/12,Globe Derby,6,4.5,7,12,13,13,15,11,4.5,5,11,,,,4,
26/05/12,Globe Derby,7,21,15,1.7,3.5,5.5,21,51,67,41,,,,,3,
26/05/12,Albion Park,4,9,2,6,13,21,21,11,13,34,34,15,,,2,
26/05/12,Albion Park,5,7.5,15,16,3.5,16,21,4.3,3.3,,,,,,8,
26/05/12,Albion Park,6,4,26,13,5,8,7.5,9,21,7,6,,,,5,
26/05/12,Albion Park,7,11,10,26,21,5,7,17,5,6,21,7.5,,,4,
30/05/12,Maryborough,4,51,14,26,16,3.4,7,7.5,4.7,5.5,21,999,7,,5,
18/08/12,Cranbourne,4,3.2,10,3,8,8,7,21,7,,,,,,1,
18/08/12,Menangle,5,21,4,26,17,1.8,11,13,17,,,,,,5,
18/08/12,Menangle,7,15,9,1.7,15,21,4.5,9,,,,,,,3,
18/08/12,Globe Derby,4,3.8,8.5,21,10,10,12,3,15,8.5,21,,,,7,
18/08/12,Globe Derby,5,2,21,12,5.5,7.5,7.5,5.5,21,,,,,,1,
18/08/12,Globe Derby,7,34,4.3,3.5,2.5,10,15,6.5,,,,,,,4,
18/08/12,Albion Park,5,12,21,9,12,10,15,7.5,999,17,4,26,5.5,,7,
18/08/12,Albion Park,6,34,21,9,11,13,11,6,6.5,4.5,9,6.5,21,,9,
19/08/12,Launceston,6,26,26,11,26,9,7.5,9,26,2.7,21,9,9,8,1,
14/06/12,Melton,4,3.7,3.7,13,15,34,34,4.2,11,4.5,34,,,,7,
14/06/12,Melton,5,7,41,9,34,16,16,11,2.1,67,8,5,,,3,
14/06/12,Mildura,4,7,4,12,21,12,4,6,16,4.7,25,21,,,6,
14/06/12,Mildura,6,7.5,4.5,25,21,16,4,12,4.5,14,16,16,,,6,
18/06/12,Charlton,7,3.2,5.5,16,8.5,51,34,21,7.5,9,3.2,,,,4,
22/06/12,Melton,4,3.7,9,15,34,4.2,3.5,100,25,7,51,13,15,10,12,
22/06/12,Melton,7,34,34,13,3.5,3.5,9,26,15,41,2.6,,,,4,
22/06/12,Mildura,4,10,4,12,1.9,15,34,13,26,11,25,17,,,9,
22/06/12,Mildura,6,3.5,5,6,19,15,10,11,34,25,4,21,,,3,
